id,route_id,stop_id,current_stop_in_route
8508,921,1900,40
19,A,615,5
1361,12,1666,10
7615,319,1041,28
7780,607,1791,14
5259,145,3517,14
7993,904,3663,30
1889,19,1436,21
3674,121,729,1
1920,19,1565,15
4096,127,3835,5
4389,129,1800,28
6510,247,281,30
6691,248,506,11
8382,917,2123,10
561,3,2742,11
6728,249,357,13
2712,106,5297,12
7471,259,3835,44
5996,242,623,12
6477,246,2784,5
2818,107,799,1
6570,247,640,11
7217,255,4757,16
3615,121,3461,10
15,A,3899,1
4363,129,4048,2
3576,120,532,7
4319,129,3124,9
1978,20,1413,8
7884,903,4519,7
8907,936,3045,10
7832,612,2039,11
2250,23,1421,32
1038,9,1453,5
1563,15,5172,9
5951,241,202,7
7003,251,1026,23
7724,602,4878,4
8429,920,540,11
1636,16,1640,21
2124,22,3524,9
6950,251,612,14
4839,136,203,22
8552,923,4167,18
5076,143,3487,22
333,1,1363,4
1282,12,1511,16
5030,143,3488,29
5108,143,1027,10
7935,904,3600,16
1813,18,5180,9
8178,909,178,15
5450,149,1753,2
4223,128,5279,1
164,D,387,6
755,5,1566,17
210,K,1318,3
1344,12,2820,14
6753,249,5257,38
8203,911,1190,13
3784,123,1125,11
3319,116,637,10
6416,246,2235,14
418,2,1643,19
3668,121,685,24
1042,10,5312,2
7331,257,4889,14
8240,911,2828,23
6849,249,306,5
7997,904,749,35
1913,19,1632,15
8796,933,2341,6
6885,250,658,13
7781,607,2722,15
195,D,545,13
1159,10,1453,5
7601,319,1308,14
2379,102,97,22
4768,134,2173,13
626,4,1504,20
3387,118,629,17
4092,127,2011,1
4669,133,1715,31
2975,110,5113,9
6528,247,327,10
7182,255,551,7
5560,151,836,14
5789,241,1149,6
2669,106,615,11
4410,130,699,2
63,A,2816,18
1197,11,1380,23
3276,116,3145,0
5744,206,1142,15
391,2,3772,16
4312,129,4890,2
6674,248,326,30
7719,602,5123,16
3558,119,3569,45
8517,923,2840,4
7068,253,3219,8
3657,121,605,6
75,A,1319,33
1886,19,1570,18
4234,128,5185,12
7907,903,4520,11
6355,246,4769,3
6904,251,3566,8
6265,245,115,29
1656,16,1869,19
1971,20,2969,1
3400,118,580,30
5033,143,921,32
8938,936,1979,25
4323,129,2176,1
3855,124,5296,28
3290,116,1900,14
7362,257,2870,39
3098,112,481,20
567,3,2041,30
6474,246,1140,2
7932,904,4535,13
7138,253,4130,44
4784,136,128,5
2275,23,3903,22
742,5,1352,4
4999,143,3541,8
5321,146,5123,13
182,D,3460,8
7523,315,667,1
1640,16,1530,3
348,1,5311,19
5195,144,699,2
6860,249,1782,16
7878,903,4295,1
1007,9,1661,4
5131,143,627,7
1863,19,2355,21
1946,20,1510,16
2740,106,1178,5
8704,930,636,10
3586,120,3272,17
5087,143,2262,33
531,3,1397,14
6796,249,5195,26
989,9,2034,11
5869,241,3453,40
3034,111,709,35
4632,133,4138,25
467,3,1502,19
2885,107,5284,4
192,D,3124,18
3822,123,143,22
3773,123,4144,0
288,N,754,6
5548,151,4890,2
6996,251,5268,16
5514,149,2784,12
3684,122,818,7
2013,20,3904,3
2333,101,83,6
6239,245,3906,3
947,8,1418,12
4339,129,212,17
5980,242,4020,18
1890,19,1673,22
6733,249,481,18
7765,607,1816,5
2606,104,2173,14
2775,107,1963,12
2642,105,4844,13
3872,124,1151,11
6007,242,1315,12
2993,111,4740,4
7797,612,4389,7
464,3,5287,16
2105,21,1535,22
4310,129,4562,0
2488,103,91,27
4717,134,303,16
6096,243,3518,38
2910,108,669,9
1665,16,1618,18
3641,121,1030,12
4653,133,481,15
6848,249,783,4
7841,612,4412,20
5849,241,609,20
6907,251,3182,11
6126,243,4770,11
5858,241,3516,29
3318,116,626,9
254,K,5112,11
5104,143,3549,6
8996,938,895,6
2404,102,993,13
4222,128,5271,25
4436,130,1946,28
718,5,1542,10
4861,137,4253,0
374,1,1622,8
3968,125,501,16
6301,245,2784,24
9034,941,2113,11
8694,930,46,0
281,N,4624,17
1833,18,3772,23
7794,612,4397,4
671,4,1632,20
4699,134,5257,12
3544,119,271,31
9008,938,3057,8
1206,11,1536,1
6446,246,2877,25
67,A,4769,22
8775,931,4551,16
2425,102,4748,34
1626,16,1547,11
1811,18,5189,7
8266,913,1877,14
3994,126,1239,8
5346,146,4895,15
1124,10,1709,11
3538,119,2885,25
2918,108,3793,17
8359,914,4554,0
2750,106,685,15
6974,251,943,38
4477,131,708,12
3985,125,2529,33
966,8,2034,8
9196,967,3757,12
296,N,3106,22
3505,119,3895,41
4405,130,701,12
7327,257,1318,10
3104,112,486,3
2301,101,2174,2
4,A,1318,3
244,K,450,1
3273,115,644,30
2166,22,2555,1
3609,121,647,4
5737,206,3517,22
2026,20,1459,27
929,8,1460,6
8062,907,4460,3
9047,941,3678,24
2491,103,93,30
1355,12,1388,3
815,6,1380,20
3058,111,1244,17
6054,243,3076,34
1083,10,3006,5
7616,319,1719,29
2856,107,1719,39
4840,136,200,23
1990,20,1679,20
3055,111,836,14
6087,243,5273,29
3547,119,274,34
710,5,1409,2
4075,126,864,3
2765,107,1284,2
2106,21,2493,23
2786,107,1149,23
3039,111,2305,40
3428,118,637,23
6011,242,2028,16
3220,115,3918,10
3190,114,2529,17
6196,244,4844,20
7394,259,3582,6
6688,248,1267,8
3995,126,2261,9
5029,143,3934,28
8162,909,2200,20
3565,119,4890,2
4196,127,3183,18
8101,908,689,8
5071,143,1232,17
1610,15,1447,20
6984,251,404,48
813,6,1454,18
4408,130,4648,15
3955,125,1967,3
1506,14,1535,24
8918,936,3419,25
2951,110,1218,8
122,D,608,9
6089,243,239,31
2838,107,181,21
4321,129,2175,11
5302,145,5332,26
8637,924,3690,8
3996,126,1151,10
8802,933,4388,0
3975,125,5126,23
7767,607,4880,7
368,1,1465,18
4702,134,5306,1
441,2,1625,3
3118,112,4401,17
3530,119,666,17
5015,143,1309,14
2691,106,266,16
4256,128,713,34
3649,121,4892,20
1452,13,2548,0
7089,253,2815,29
52,A,3567,7
432,2,1624,15
2613,104,1162,5
5513,149,5285,11
8177,909,2831,14
7021,251,1188,42
766,5,2294,15
8244,911,606,27
8381,917,911,9
6497,247,5279,17
35,A,404,21
7459,259,508,31
1706,17,1466,27
2411,102,4804,20
2043,20,1397,15
2248,23,1476,30
4564,132,4191,29
7740,602,4891,15
8193,911,610,3
2282,100,442,4
4767,134,2784,12
735,5,1619,2
307,N,2594,11
4729,134,3556,28
8559,923,4201,12
9084,947,3183,0
1209,11,1414,4
6336,245,508,39
1480,13,5165,5
7788,607,2173,14
4986,142,1329,5
744,5,1650,6
614,4,1630,8
724,5,4773,16
3557,119,3568,44
7683,319,3823,1
5439,149,627,6
7520,310,3795,6
662,4,1535,11
2557,104,5284,4
8338,914,4590,13
2279,100,1766,1
573,3,1388,3
7210,255,3526,9
4232,128,1142,10
7981,904,4589,18
8243,911,707,26
6792,249,5297,22
713,5,3559,5
4305,128,4891,19
7290,257,1026,13
8287,913,4754,16
9111,948,4201,0
3154,113,3807,4
8902,936,715,5
5997,242,4714,13
6492,247,178,12
3020,111,822,21
2128,22,1581,13
3257,115,1819,9
1201,11,1379,2
6626,247,668,13
1193,11,2031,19
6935,251,2696,12
3949,125,3861,37
6534,247,3763,16
8156,909,167,14
1939,20,4806,9
6770,249,2475,55
606,4,3199,0
3099,112,487,21
5532,150,1945,15
6093,243,849,35
645,4,2496,14
8952,937,3056,2
9200,967,278,16
2114,21,2818,8
8764,931,2941,3
5594,151,2828,11
8356,914,2489,31
402,2,3904,3
9201,967,281,17
1790,18,5130,21
3017,111,3535,18
5967,242,840,5
1993,20,1511,23
1733,17,1447,23
7908,903,4284,12
4094,127,900,3
2311,101,1052,6
3772,122,3103,28
7250,255,4125,1
2507,103,4804,15
7758,607,5284,4
8489,921,3608,21
4057,126,2885,23
1074,10,1672,34
2075,21,2122,3
913,7,2497,17
617,4,4040,11
3121,112,3834,20
5769,240,2877,2
2468,103,5158,7
5923,241,644,19
1762,18,1599,12
2402,102,98,11
6434,246,614,11
6700,248,948,11
5874,241,5288,3
8875,936,2317,4
1103,10,1419,25
4628,133,3894,21
9079,941,4757,1
7691,345,2880,6
2496,103,1125,4
3439,118,659,34
5939,241,5267,9
2690,106,5281,15
6584,247,3769,27
1795,18,5138,26
8965,937,3075,15
6156,244,4890,11
5886,241,283,15
2892,108,4562,0
414,2,4899,15
5274,145,3795,29
2150,22,1516,10
2680,106,4695,5
1783,18,1636,14
2963,110,3369,20
6135,243,5112,18
2119,22,3908,4
5056,143,5329,2
7093,253,486,33
6381,246,2783,9
3656,121,604,5
1440,13,1616,17
2908,108,3811,7
2809,107,4126,46
7912,903,4299,16
8595,924,1085,6
8676,927,4477,8
2800,107,3803,37
6208,244,3761,24
5641,152,276,18
7695,345,889,10
9207,967,3054,5
624,4,1548,18
1968,20,2968,38
6548,247,641,30
2662,106,647,4
1465,13,1396,2
689,4,3525,4
5977,242,2594,15
8426,920,530,8
6808,249,486,38
8661,927,4474,11
8327,914,4548,2
5093,143,5151,39
7869,714,1870,1
2343,101,3872,16
6437,246,2489,14
400,2,1536,1
8681,927,2725,13
6496,247,5290,16
3179,114,525,6
2123,22,1606,8
8007,905,5340,2
524,3,2297,5
3421,118,602,16
4871,137,2477,10
6017,242,3517,22
6854,249,2531,10
115,D,2274,2
737,5,3522,4
114,D,729,1
1580,15,1680,6
499,3,1510,16
1647,16,1548,10
550,3,2493,21
2499,103,801,7
6629,248,3526,2
7299,257,543,22
1272,12,2741,6
1973,20,1412,3
3669,121,3216,25
6917,251,5151,21
7777,607,2885,11
5585,151,2899,2
6553,247,697,35
8695,930,4647,1
7776,607,1174,10
1730,17,1612,20
7846,612,4409,28
2162,22,5127,22
5745,206,5151,16
6992,251,390,56
5982,242,1028,20
6538,247,3106,20
8199,911,3422,9
7564,315,4760,12
8586,924,3632,26
8885,936,3649,14
3353,117,150,10
1476,13,1527,8
3490,119,1142,26
2594,104,2738,1
4642,133,2307,4
6715,249,1002,0
8932,936,4588,4
3131,113,29,2
5902,241,4893,33
8434,921,2253,4
74,A,1185,32
4498,131,707,11
768,5,1632,17
5407,148,4570,4
7958,904,614,39
3367,117,5216,16
6785,249,183,15
7916,903,4819,17
563,3,2217,26
2987,110,1165,26
3914,125,2538,2
3382,118,639,12
1907,19,1606,9
7074,253,891,14
7455,259,1330,27
6495,247,183,15
7343,257,4562,0
130,D,1026,17
5058,143,5337,4
6221,245,122,11
8564,924,616,4
3431,118,650,26
3411,118,3549,6
7200,255,4562,25
2144,22,1383,4
7387,257,668,11
311,N,753,15
3722,122,3235,26
6760,249,2832,45
8901,936,2305,4
2437,102,655,38
353,1,1372,3
1703,17,1434,24
2169,22,1682,4
7067,253,3232,7
657,4,1532,6
2316,101,100,11
89,A,47,1
640,4,1571,9
2909,108,2173,8
358,1,1751,8
4240,128,5164,18
3803,123,1139,4
3934,125,3453,22
6247,245,547,11
8300,914,3461,7
59,A,299,14
5957,241,3105,33
5134,143,1248,10
5286,145,2528,10
1186,11,1542,12
7761,607,1239,1
6709,248,1142,20
7340,257,3517,23
8677,927,4479,9
9125,948,3976,14
7881,903,4754,4
5210,144,4381,17
8323,914,4549,30
3535,119,212,22
340,1,1601,11
4989,142,4266,8
6783,249,180,13
2131,22,5287,16
4548,132,242,13
8664,927,4744,14
8401,917,153,11
3921,125,5107,9
2161,22,1529,21
2666,106,625,8
732,5,1689,24
5862,241,3102,33
7900,903,2528,4
9159,958,3973,7
9110,947,1967,12
1894,19,1751,3
7941,904,3596,22
4299,128,639,5
3794,123,4804,21
4751,134,321,15
1298,12,1516,10
2409,102,3930,18
2871,107,1153,48
922,7,1869,2
3745,122,5164,6
6384,246,3131,12
5965,242,2953,3
7456,259,2954,28
1633,16,1529,18
5920,241,4714,16
793,5,3905,7
5757,240,833,5
3335,117,155,10
8188,909,4493,0
8662,927,4707,12
6078,243,3412,20
1727,17,2817,17
3859,124,5257,32
4047,126,304,13
6283,245,3136,47
2827,107,4134,10
4640,133,2906,2
2714,106,4784,14
3874,124,5268,13
2457,102,86,7
2540,103,3,43
231,K,965,14
4424,130,1248,16
5779,240,644,13
7698,345,837,13
9129,948,3983,3
5903,241,1984,34
1044,10,1644,4
9202,967,898,0
7452,259,2028,24
4885,138,4201,0
7693,345,562,8
1870,19,2357,2
350,1,1684,21
2940,110,3514,14
896,7,2348,16
1671,16,1457,3
4963,142,2886,20
4180,127,670,1
8319,914,1196,26
4807,136,3418,22
6176,244,3102,31
1118,10,3520,28
3241,115,940,11
850,6,1499,3
3016,111,3536,17
514,3,1351,31
2932,110,4122,6
117,D,3415,4
2595,104,3069,2
3500,119,642,36
6206,244,3538,3
5517,150,3884,0
3777,123,79,4
5507,149,5284,4
6032,243,1043,12
8152,909,3801,10
9149,958,4179,7
325,N,646,18
8032,905,628,2
2366,102,3217,9
120,D,603,7
5922,241,637,18
8317,914,3602,24
8722,930,3878,12
8631,924,4554,5
1507,14,1496,25
3861,124,5283,34
8453,921,3422,9
3802,123,115,3
2834,107,3804,17
5202,144,647,9
3252,115,642,4
9168,958,3888,18
5386,148,180,14
8212,911,774,22
2155,22,3523,15
6331,245,441,8
1408,13,2726,14
451,3,1398,3
6531,247,1269,13
282,N,3881,0
876,7,1604,23
892,7,3773,12
3140,113,950,11
4602,132,668,10
3581,120,538,12
5762,240,2638,10
4045,126,319,11
6575,247,1004,16
2986,110,644,25
6744,249,5196,29
7546,315,575,9
7545,315,577,8
1294,12,1510,6
3291,116,1061,15
7550,315,595,13
3258,115,614,10
5755,240,828,3
2090,21,1526,18
397,2,1535,22
7565,315,4892,13
2391,102,3009,0
1491,14,4041,9
7593,319,1329,6
8815,934,3421,1
6750,249,5276,35
4117,127,230,20
4583,132,5275,13
8574,924,735,14
8171,909,166,8
8898,936,3421,1
2528,103,4562,36
1676,17,1604,3
1657,16,1868,20
4929,142,184,28
8218,911,3690,0
8501,921,710,33
4084,126,3762,5
213,K,646,6
251,K,547,8
5232,144,1318,3
8632,924,4524,3
2373,102,951,16
392,2,2294,17
1546,14,1633,4
4520,131,1165,21
8411,920,4050,5
9036,941,4255,13
2347,101,1051,20
824,6,1388,7
398,2,1496,23
4278,128,658,18
5072,143,321,18
5278,145,3794,2
4349,129,182,27
7811,612,2037,21
4882,137,1705,10
4176,127,2784,29
2171,22,3545,8
4284,128,626,16
2205,23,4572,13
3808,123,2024,9
5837,241,1820,5
5631,152,5346,8
994,9,3521,16
5365,147,2277,2
8810,933,1071,8
1596,15,2543,22
1486,14,1596,4
1914,19,3903,16
4704,134,5256,3
2218,23,5305,0
8275,913,1876,4
4761,134,1240,25
8617,924,615,28
2436,102,4891,37
5876,241,1791,5
2015,20,1447,10
2790,107,5275,27
8979,937,5216,12
9103,947,4429,5
4018,126,3412,7
8322,914,4528,29
2227,23,5234,9
1899,19,1388,8
2287,100,3291,9
1326,12,2742,15
7822,612,3514,1
1770,18,2055,1
7911,903,4274,15
1861,19,5188,19
3910,124,2793,8
5600,151,613,17
460,3,1617,12
1645,16,1491,8
3049,111,707,8
6568,247,647,9
5686,152,2886,17
5295,145,35,19
8774,931,3685,15
1895,19,1571,4
3698,122,1783,2
536,3,1606,29
1104,10,4776,26
8229,911,3608,12
8462,921,4523,18
1207,11,1448,2
1803,18,4801,34
4205,128,5161,8
4272,128,1819,12
8063,907,4114,4
653,4,1346,7
647,4,1536,1
6345,245,1163,28
3063,111,2883,22
519,3,1498,0
4372,129,181,11
1882,19,1389,14
3673,121,1946,0
1359,12,1569,8
1989,20,4573,19
5275,145,4124,30
503,3,1516,20
7714,602,965,11
8647,924,1098,36
5389,148,5290,17
3288,116,609,12
845,6,1359,26
6512,247,1719,32
8689,927,4746,14
2191,22,1578,6
5119,143,4714,21
4207,128,5157,10
6033,243,212,13
8249,911,1061,32
3716,122,5346,20
2350,101,114,23
7022,251,708,43
1249,11,3905,9
6864,249,685,20
8183,909,5271,20
6264,245,3217,28
7583,315,567,13
6756,249,184,41
4681,133,4378,2
7497,259,606,15
782,5,5310,13
703,5,1531,6
785,5,2041,16
2529,103,667,1
3573,120,515,4
756,5,1631,18
6517,247,397,37
6349,245,1165,32
1211,11,1531,6
4529,132,627,6
3171,113,4738,22
5710,206,1136,20
417,2,1673,18
143,D,2342,26
7480,259,644,22
10,A,3895,9
3775,123,3056,2
3983,125,3134,31
8476,921,4660,8
6322,245,2529,17
7084,253,239,24
7091,253,3518,31
7498,259,602,16
4515,131,623,16
1276,12,1617,10
6181,244,840,5
6328,245,468,5
8142,909,5274,0
5294,145,4717,18
7405,259,1176,17
8803,933,376,1
9004,938,992,4
3211,115,2745,1
8680,927,3235,12
6413,246,3104,29
9143,958,3976,1
5270,145,4138,25
4734,134,3019,33
5800,241,1759,3
1745,17,1523,6
3464,119,3935,0
1793,18,5178,24
4378,129,201,17
7748,602,1318,21
1136,10,3903,31
4906,142,1162,5
93,A,630,5
3285,116,625,9
5367,147,4761,4
6350,245,668,33
881,7,1361,2
2860,107,1964,43
7024,251,711,45
637,4,1343,16
5117,143,624,19
3729,122,1759,7
1599,15,1450,3
5228,144,3209,2
6270,245,3925,34
8248,911,1900,31
5322,146,3517,14
9053,941,3600,30
2196,23,1633,4
8035,905,4714,5
3202,114,2270,11
1591,15,1343,17
8455,921,763,11
7994,904,1083,31
2930,110,4054,4
2622,105,639,6
5413,148,4785,10
4769,134,669,14
3740,122,229,18
631,4,1643,25
5767,240,3573,15
9147,958,3960,5
638,4,2497,17
1163,10,1472,9
5086,143,2855,32
7238,255,3759,24
4593,132,240,23
1437,13,2727,14
6123,243,2270,8
440,2,1396,2
3412,118,596,7
7000,251,944,20
5937,241,301,7
7883,903,4283,6
494,3,1576,11
7315,257,3070,38
1710,17,2548,31
7845,612,4391,27
2393,102,3779,2
5333,146,453,2
7953,904,707,34
1566,15,1561,12
5350,146,5332,19
435,2,1619,2
734,5,2555,1
887,7,1448,7
2639,105,668,10
1781,18,2741,12
6472,246,3218,51
3196,114,468,5
4516,131,4714,17
829,6,2817,12
2312,101,980,7
4023,126,5346,12
5882,241,274,11
1746,17,1397,14
6871,250,1026,4
1226,11,1566,16
2288,100,4374,10
7827,612,2290,6
2958,110,4051,15
4828,136,1158,11
4924,142,2885,23
7159,253,644,22
5726,206,2886,11
8566,924,1248,6
8863,934,726,24
1029,9,2031,13
2208,23,5233,16
7926,904,3635,7
3230,115,4895,0
726,5,1649,18
2516,103,5156,24
3093,112,357,15
1778,18,1398,9
8568,924,2594,8
8182,909,5290,19
9035,941,4425,12
6759,249,177,44
2520,103,4748,28
8416,920,4664,10
3621,121,3422,16
7105,253,553,8
907,7,3215,27
3692,122,498,15
6881,250,1312,9
2146,22,1510,6
1048,10,4896,8
6211,245,5279,1
384,2,1610,9
2512,103,5149,20
4157,127,5156,18
4810,136,2290,25
4899,138,4144,6
5465,149,5347,17
5700,206,5194,10
746,5,4774,8
6159,244,642,14
6475,246,2554,3
7219,255,554,18
4496,131,710,9
8599,924,3596,10
8755,931,3415,14
7672,319,1173,4
1687,17,3904,8
438,2,2493,0
635,4,1397,14
2259,23,1365,6
2522,103,5164,30
4588,132,5195,18
8782,931,3024,5
3527,119,650,14
1876,19,5177,8
3433,118,1329,28
5078,143,3570,24
8510,921,3623,1
4027,126,3928,29
1373,12,1528,4
5666,152,197,18
6374,246,4890,2
3401,118,568,31
6590,247,326,33
7349,257,2285,30
8363,914,1085,4
8197,911,709,7
8267,913,899,15
6304,245,4562,27
7143,253,188,49
4774,134,327,2
284,N,759,2
8352,914,1819,27
557,3,3773,7
3844,124,309,17
8440,921,3636,10
8471,921,3700,3
1756,18,2295,6
6516,247,1964,36
7322,257,1160,5
4973,142,2865,30
7440,259,575,12
7974,904,709,11
2472,103,128,11
7959,904,615,40
593,4,1541,17
2632,105,4652,3
316,N,2696,20
4829,136,948,12
4914,142,1004,13
7199,255,668,24
1651,16,1571,14
1504,14,3905,22
3494,119,824,30
5586,151,54,3
7260,255,543,6
7664,319,645,39
6585,247,2285,28
5054,143,575,0
5815,241,669,18
2417,102,1140,26
7010,251,840,31
7104,253,889,7
3468,119,1963,4
1308,12,1903,20
1051,10,4775,11
646,4,2493,0
854,7,3214,1
4790,136,1266,5
4772,134,1002,0
547,3,3903,18
4158,127,5160,19
4473,131,625,8
1570,15,1465,16
4922,142,4452,21
1127,10,1454,14
3748,122,816,9
7239,255,2527,25
8995,938,65,5
9028,941,3919,5
4797,136,1308,12
4230,128,207,8
6280,245,95,44
5811,241,127,14
538,3,2959,5
7848,612,338,30
3012,111,1318,13
4945,142,4120,2
1810,18,5184,6
1944,20,1383,14
3044,111,2304,3
5820,241,2273,3
1602,15,2496,0
7059,253,575,16
4629,133,1039,22
8887,936,5199,16
1001,9,3583,23
1174,11,3200,0
227,K,1164,10
6479,246,669,7
1423,13,5305,0
4114,127,2531,17
8762,931,4254,1
8251,911,1092,28
2210,23,5238,18
4591,132,2724,21
5775,240,1177,8
4063,126,2579,29
4261,128,726,1
2412,102,113,21
578,4,5312,2
8439,921,2254,9
371,1,3126,21
2842,107,5346,25
5821,241,713,4
5817,241,3881,0
5987,242,935,3
6031,243,1143,11
870,7,1632,17
2524,103,655,32
4549,132,1145,14
6941,251,1230,5
1191,11,2821,17
7283,257,1157,6
7579,315,668,27
8984,937,2714,17
5503,149,668,13
299,N,546,3
390,2,2820,15
9130,948,3985,4
5336,146,2288,5
2103,21,3903,20
3269,115,623,26
445,2,2033,7
2502,103,105,10
1081,10,1671,3
525,3,1650,6
6601,247,685,33
6365,246,637,13
5462,149,4785,14
13,A,3379,12
1447,13,1618,13
5604,151,626,21
6363,246,4714,11
3011,111,4890,12
7011,251,1177,32
5141,143,1028,17
1385,13,1419,6
3037,111,2273,38
2240,23,1439,22
7706,602,648,3
1111,10,1643,33
1267,12,2555,1
2799,107,2832,36
5690,206,3573,0
8001,904,1717,35
2380,102,96,23
6119,243,26,4
649,4,3904,3
8179,909,180,16
3723,122,2725,1
5549,151,1318,3
2034,20,1581,7
2913,108,1318,12
2156,22,1605,16
4271,128,3460,11
2734,106,1309,5
3204,114,1011,13
5100,143,3919,2
6878,250,832,6
7371,257,402,2
7574,315,4714,22
4966,142,4449,23
2870,107,2947,47
7702,345,1286,17
1323,12,1505,9
4897,138,1705,5
7116,253,3517,19
1940,20,1573,10
3423,118,628,18
5584,151,3044,1
5855,241,549,26
1455,13,1459,20
7009,251,841,30
3233,115,1208,3
7136,253,4808,42
8432,921,3027,2
2338,101,93,11
1140,10,2555,1
434,2,2555,1
3248,115,4562,0
8735,931,2930,9
1742,17,1625,3
2471,103,5151,10
2977,110,544,11
6842,249,2527,19
5206,144,817,13
3791,123,3931,18
1442,13,1637,19
5381,148,5261,9
7837,612,2666,16
656,4,1345,5
8326,914,4540,1
6862,249,638,18
189,D,646,15
4212,128,212,15
8597,924,3603,8
8886,936,3651,15
1130,10,1533,25
5002,143,3792,1
4836,136,1307,19
1670,16,1619,2
3980,125,467,28
7107,253,4760,10
4958,142,183,15
2555,104,2174,2
7298,257,545,21
7453,259,657,25
2306,101,128,1
8055,905,5366,3
5356,146,43,0
3617,121,1188,12
8873,936,3721,2
4101,127,335,4
3751,122,638,12
939,8,3908,4
7966,904,1178,3
1838,18,1447,28
679,4,2041,19
3426,118,4714,21
1406,13,1581,12
4126,127,124,29
1020,9,1434,17
3785,123,1038,12
8168,909,4120,5
2693,106,1136,18
5938,241,3557,8
7189,255,2029,14
3689,122,4381,12
5816,241,4562,19
4076,126,327,4
5916,241,602,12
2074,21,2052,2
8313,914,3599,20
8445,921,1901,1
8312,914,4591,19
9087,947,403,3
7356,257,284,37
500,3,1525,17
7632,319,1967,7
4294,128,669,15
5019,143,2261,18
613,4,3559,7
8184,909,5279,20
5777,240,641,11
1245,11,1345,5
5218,144,3900,25
2926,110,4376,0
5230,144,667,1
8596,924,4257,7
8049,905,4910,19
6100,243,3526,2
9175,958,3056,2
7727,602,4875,7
1057,10,1517,17
2577,104,116,6
6237,245,440,1
7931,904,1198,12
497,3,1383,14
421,2,1627,22
6504,247,271,24
7641,319,3758,16
6940,251,757,4
6769,249,3389,54
952,8,1454,17
3853,124,1174,26
151,D,654,5
3618,121,708,13
4143,127,3930,4
7341,257,508,24
2575,104,4804,4
4701,134,5283,14
8773,931,2253,14
3483,119,5275,19
5253,145,4760,8
7599,319,212,12
2552,103,669,23
2837,107,180,20
6209,244,680,25
7326,257,651,9
1807,18,2359,3
3251,115,1318,3
3543,119,3111,30
3614,121,1248,9
2157,22,3857,17
6062,243,87,4
2423,102,229,32
1428,13,5301,5
552,3,1448,2
5657,152,3054,9
4594,132,2865,24
5125,143,667,1
7637,319,279,12
8311,914,4589,18
5597,151,707,14
6442,246,3516,19
7072,253,134,12
263,K,668,8
6747,249,4785,32
3470,119,3182,6
6684,248,390,4
764,5,3520,13
7259,255,545,5
1434,13,4668,11
4053,126,2855,19
4307,128,644,21
7549,315,1701,12
1740,17,1680,1
4417,130,647,9
5414,148,2885,11
5880,241,3757,9
4175,127,5285,28
7485,259,3527,13
738,5,1498,0
7500,259,624,18
8857,934,3720,18
7399,259,509,11
1543,14,1612,8
736,5,1398,3
5390,148,5279,18
4703,134,5258,2
6055,243,86,35
8373,917,1704,1
362,1,1527,12
366,1,1648,16
3982,125,2955,30
8509,921,1097,0
1342,12,1564,9
4478,131,709,13
1654,16,1527,17
1067,10,1572,27
6571,247,818,12
3951,125,2937,39
2992,111,4844,3
1799,18,2358,30
1909,19,2820,11
2659,106,3123,1
4145,127,4804,6
9025,941,3455,2
9107,947,4457,9
571,3,1680,1
6448,246,1154,27
6810,249,2290,40
6947,251,710,11
680,4,1454,20
8370,914,4555,28
1135,10,1632,30
2665,106,4715,7
7525,315,1318,3
6915,251,205,19
261,K,651,18
8929,936,4557,1
3417,118,3225,12
4615,133,384,8
8978,937,4102,11
5064,143,2919,10
8904,936,51,7
7332,257,815,15
9096,947,4493,12
6891,250,637,13
1526,14,1551,18
3533,119,5284,20
5931,241,925,1
8752,931,757,11
8770,931,774,7
3314,116,627,6
8697,930,702,3
275,N,615,11
1879,19,5131,11
4037,126,396,3
1467,13,1528,4
5313,146,5331,5
2324,101,86,19
532,3,1618,15
4838,136,206,21
6294,245,4136,11
5765,240,3517,13
7504,259,637,22
1487,14,5165,5
7851,714,4562,0
8107,908,4439,14
2739,106,1244,4
8393,917,148,7
7751,602,2815,16
3809,123,981,10
47,A,391,2
442,2,1767,4
474,3,1424,26
562,3,1459,25
2430,102,232,4
5375,148,1250,3
9141,948,4144,15
3826,123,4253,25
6298,245,4804,15
4061,126,1759,27
6180,244,841,4
5946,241,205,16
4706,134,5275,5
2178,22,5172,13
7554,315,2949,1
2830,107,5265,13
4125,127,125,28
2400,102,1125,9
2846,107,2722,29
4777,134,1040,1
4639,133,2905,1
8304,914,709,11
1220,11,1636,10
7690,345,564,5
3227,115,4760,17
2141,22,1576,1
4281,128,624,13
6059,243,142,1
6154,244,669,9
276,N,4517,12
2225,23,5237,7
7045,253,4769,2
5570,151,708,7
6339,245,3532,16
1590,15,1618,16
4442,130,710,6
7366,257,403,42
3706,122,1043,10
7885,903,1217,8
2367,102,115,10
1840,18,3525,10
54,A,1963,9
6930,251,2013,7
8158,909,4119,16
1417,13,5300,23
8679,927,4822,11
8986,937,3057,18
6162,244,3535,17
7347,257,2877,28
1545,14,3903,10
2307,101,1150,2
5424,148,3803,21
5659,152,1149,11
2460,102,3790,10
6658,248,1004,13
84,A,626,4
5932,241,1232,2
1338,12,1611,5
3361,117,142,7
5273,145,4123,28
6822,249,3808,52
2053,21,1510,7
9027,941,571,4
6821,249,346,51
6134,243,2865,17
6242,245,854,6
408,2,3523,9
6226,245,5154,16
7861,714,1160,0
1260,11,1767,1
4001,126,868,15
1400,13,1505,6
